name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
Guido,1,Serralunga d'Alba,Piedmontese,,7.98265,44.6414,"In the splendid setting of the 19C Villa Fontanafredda, where",Piedmontese
Guido,1,Serralunga d'Alba,Piedmontese,,7.98265,44.6414,"In the splendid setting of the 19C Villa Fontanafredda, where",
Guido,1,Miramare,Seafood,Modern Cuisine,12.6219953,44.0328073,Although from the outside this looks no different to the,Seafood
Guido,1,Miramare,Seafood,Modern Cuisine,12.6219953,44.0328073,Although from the outside this looks no different to the,Modern Cuisine
Guillou Campagne,1,Schouweiler,Classic French,,5.9556437,49.5804978,The family restaurant of the late-Pierrick Guillou is an,Classic French
Guillou Campagne,1,Schouweiler,Classic French,,5.9556437,49.5804978,The family restaurant of the late-Pierrick Guillou is an,
Gustav,2,Frankfurt on the Main,Creative,Market Cuisine,8.6704255,50.1207676,"Sophisticated, stylish and straightforward. The modern decor of this restaurant",Creative
Gustav,2,Frankfurt on the Main,Creative,Market Cuisine,8.6704255,50.1207676,"Sophisticated, stylish and straightforward. The modern decor of this restaurant",Market Cuisine
Gusto,1,Almancil,Mediterranean Cuisine,,-8.0301921,37.0633302,A particularly interesting restaurant overseen by award - winning chef Heinz,Mediterranean Cuisine
Gusto,1,Almancil,Mediterranean Cuisine,,-8.0301921,37.0633302,A particularly interesting restaurant overseen by award - winning chef Heinz,
Gusto by Sadler,1,San Teodoro,Modern Cuisine,,9.6775825,40.8215359,Claudio Sadler and chef Giorgio Pignagnoli have joined forces in,Modern Cuisine
Gusto by Sadler,1,San Teodoro,Modern Cuisine,,9.6775825,40.8215359,Claudio Sadler and chef Giorgio Pignagnoli have joined forces in,
Gut Lärchenhof,1,Pulheim,Modern French,Creative,6.7865908,51.0362026,If you like to enjoy a meal with a view,Modern French
Gut Lärchenhof,1,Pulheim,Modern French,Creative,6.7865908,51.0362026,If you like to enjoy a meal with a view,Creative
Gutshaus Stolpe,1,Stolpe,Creative,,13.5625158,53.8723473,This beautiful estate with its carefully restored historical manor house,Creative
Gutshaus Stolpe,1,Stolpe,Creative,,13.5625158,53.8723473,This beautiful estate with its carefully restored historical manor house,
Guy Lassausaie,1,Chasselay,Modern Cuisine,,4.77066,45.87267,The chef’s great - grandfather created this restaurant in 1906,Modern Cuisine
Guy Lassausaie,1,Chasselay,Modern Cuisine,,4.77066,45.87267,The chef’s great - grandfather created this restaurant in 1906,
Guy Savoy,3,Paris,Creative,,2.3391955,48.8566248,"Guy Savoy, act II, in the Hôtel de la Monnaie",Creative
Guy Savoy,3,Paris,Creative,,2.3391955,48.8566248,"Guy Savoy, act II, in the Hôtel de la Monnaie",
Gymkhana,1,London,Indian,,-0.141547,51.5085431,Located in the heart of Mayfair yet inspired by the,Indian
Gymkhana,1,London,Indian,,-0.141547,51.5085431,Located in the heart of Mayfair yet inspired by the,
GÜTSCH by Markus Neff,1,Andermatt,Classic French,Market Cuisine,8.6275263,46.6559326,"High up on the Gütsch, at an altitude of 2",Classic French
GÜTSCH by Markus Neff,1,Andermatt,Classic French,Market Cuisine,8.6275263,46.6559326,"High up on the Gütsch, at an altitude of 2",Market Cuisine
GästeHaus Klaus Erfort,2,Saarbrücken,Classic French,,7.0076258,49.2295502,Classical style with a dash of creativity in Klaus Erfort,Classic French
GästeHaus Klaus Erfort,2,Saarbrücken,Classic French,,7.0076258,49.2295502,Classical style with a dash of creativity in Klaus Erfort,
HAJIME,3,Osaka,Innovative,,135.496058,34.688588,Owner-chef Hajime Yoneda boldly pursues a magnificent journey in,Innovative
HAJIME,3,Osaka,Innovative,,135.496058,34.688588,Owner-chef Hajime Yoneda boldly pursues a magnificent journey in,
HANA-Kitcho,1,Kyoto,Japanese,,135.772897,35.003443,"Arashiyama Kitcho is located behind Minami-za, the theatre said",Japanese
HANA-Kitcho,1,Kyoto,Japanese,,135.772897,35.003443,"Arashiyama Kitcho is located behind Minami-za, the theatre said",
HANE,1,SEOUL,Sushi,,127.0348773,37.5275808,"When it comes to gastronomy, savoring the freshest natural ingredients",Sushi
HANE,1,SEOUL,Sushi,,127.0348773,37.5275808,"When it comes to gastronomy, savoring the freshest natural ingredients",
HIDE,1,London,Modern British,,-0.1443833,51.5061646,Green Park provides the inspiration for this relaxed restaurant’s,Modern British
HIDE,1,London,Modern British,,-0.1443833,51.5061646,Green Park provides the inspiration for this relaxed restaurant’s,
HOMMAGE,2,Tokyo,French,,139.79699,35.718485,Noboru Arai was born and raised in Asakusa and went,French
HOMMAGE,2,Tokyo,French,,139.79699,35.718485,Noboru Arai was born and raised in Asakusa and went,
HRiSHi,1,Bowness-on-Windermere,Modern Cuisine,,-2.8815961,54.3552138,"A charming, experienced family run this delightfully modernised country house",Modern Cuisine
HRiSHi,1,Bowness-on-Windermere,Modern Cuisine,,-2.8815961,54.3552138,"A charming, experienced family run this delightfully modernised country house",
Haerlin,2,Hamburg,Creative French,Classic Cuisine,9.9914638,53.5554424,The food at Haerlin is powerful and intensely flavoured. The,Creative French
Haerlin,2,Hamburg,Creative French,Classic Cuisine,9.9914638,53.5554424,The food at Haerlin is powerful and intensely flavoured. The,Classic Cuisine
Hakkasan Hanway Place,1,London,Chinese,,-0.1316651,51.5172066,"Like so many things in life, the original is usually",Chinese
Hakkasan Hanway Place,1,London,Chinese,,-0.1316651,51.5172066,"Like so many things in life, the original is usually",
Hakkasan Mayfair,1,London,Chinese,,-0.1451152,51.5101824,This seductive subterranean spot beckons you in through its discreet,Chinese
Hakkasan Mayfair,1,London,Chinese,,-0.1451152,51.5101824,This seductive subterranean spot beckons you in through its discreet,
Hakuun,1,Tokyo,Japanese,,139.718115,35.666061,Shingo Sakamoto’s dishes constantly change like drifting cloud. He,Japanese
Hakuun,1,Tokyo,Japanese,,139.718115,35.666061,Shingo Sakamoto’s dishes constantly change like drifting cloud. He,
Hambleton Hall,1,Hambleton,Classic Cuisine,,-0.6680979,52.6574319,When it comes to the great country house hotels of,Classic Cuisine
Hambleton Hall,1,Hambleton,Classic Cuisine,,-0.6680979,52.6574319,When it comes to the great country house hotels of,
Hana re,1,Costa Mesa,Japanese,Sushi,-117.8854377,33.6778676,"Like so many sushi counters, this one too feels like",Japanese
Hana re,1,Costa Mesa,Japanese,Sushi,-117.8854377,33.6778676,"Like so many sushi counters, this one too feels like",Sushi
Hananoren Kagura,1,Tokyo,Japanese,,139.7343796,35.6706348,"Pillars and beams, and a counter fashioned from a single",Japanese
Hananoren Kagura,1,Tokyo,Japanese,,139.7343796,35.6706348,"Pillars and beams, and a counter fashioned from a single",
Hand and Flowers,2,Marlow,Modern British,,-0.7836567,51.5696616,Tom Kerridge’s flagship restaurant sits within this characterful beamed,Modern British
Hand and Flowers,2,Marlow,Modern British,,-0.7836567,51.5696616,Tom Kerridge’s flagship restaurant sits within this characterful beamed,
Hannappel,1,Essen,Modern Cuisine,Classic Cuisine,7.1050518,51.4370622,Knut and Ulrike Hannappel's restaurant is a total departure,Modern Cuisine
Hannappel,1,Essen,Modern Cuisine,Classic Cuisine,7.1050518,51.4370622,Knut and Ulrike Hannappel's restaurant is a total departure,Classic Cuisine
Hansik Goo,1,Hong Kong,Korean,,114.1528913,22.2850215,‘Hansik’ means Korean food and ‘goo’ refers to Chef,Korean
Hansik Goo,1,Hong Kong,Korean,,114.1528913,22.2850215,‘Hansik’ means Korean food and ‘goo’ refers to Chef,
Harbor House,2,Elk,Californian,Creative,-123.719444,39.135876,Veering off into the wilds of Mendocino County is certainly,Californian
Harbor House,2,Elk,Californian,Creative,-123.719444,39.135876,Veering off into the wilds of Mendocino County is certainly,Creative
Harry's Piccolo,2,Trieste,Creative,,13.7674965,45.6497647,Boasting a welcoming and elegant ambience right in the heart,Creative
Harry's Piccolo,2,Trieste,Creative,,13.7674965,45.6497647,Boasting a welcoming and elegant ambience right in the heart,
Harutaka,2,Tokyo,Sushi,,139.7591865,35.6692615,Harutaka Takahashi honed his skills at Sukiyabashi Jiro where he,Sushi
Harutaka,2,Tokyo,Sushi,,139.7591865,35.6692615,Harutaka Takahashi honed his skills at Sukiyabashi Jiro where he,
Harwood Arms,1,London,Modern British,,-0.1964558,51.4828975,"The Harwood Arms is a pub at heart, so bar",Modern British
Harwood Arms,1,London,Modern British,,-0.1964558,51.4828975,"The Harwood Arms is a pub at heart, so bar",
Hato,1,Tokyo,Sushi,,139.7388429,35.7021906,The first thing you notice is the mural of surging,Sushi
Hato,1,Tokyo,Sushi,,139.7388429,35.7021906,The first thing you notice is the mural of surging,
Haubentaucher,1,Rottach-Egern,International,Market Cuisine,11.766113,47.6953833,"The lakeside location here is simply wonderful, the terrace a",International
Haubentaucher,1,Rottach-Egern,International,Market Cuisine,11.766113,47.6953833,"The lakeside location here is simply wonderful, the terrace a",Market Cuisine
Haus Stemberg,1,Velbert,Market Cuisine,Modern Cuisine,7.0914851,51.3313091,"The culinary formula on offer here, dubbed ""two cuisines from",Market Cuisine
Haus Stemberg,1,Velbert,Market Cuisine,Modern Cuisine,7.0914851,51.3313091,"The culinary formula on offer here, dubbed ""two cuisines from",Modern Cuisine
Haut Bonheur de la Table,1,Cassel,Modern Cuisine,,2.4857285,50.7999474,This mini - restaurant (barely six tables! ) located on the village,Modern Cuisine
Haut Bonheur de la Table,1,Cassel,Modern Cuisine,,2.4857285,50.7999474,This mini - restaurant (barely six tables! ) located on the village,
Hayato,2,Los Angeles,Japanese,Seafood,-118.2418788,34.0338072,"This entrance can be tricky to locate, set within the",Japanese
Hayato,2,Los Angeles,Japanese,Seafood,-118.2418788,34.0338072,"This entrance can be tricky to locate, set within the",Seafood
Hedone,1,Toulouse,Creative,,1.4616287,43.5964008,Don't be fooled by Balthazar Gonzalez's young age,Creative
Hedone,1,Toulouse,Creative,,1.4616287,43.5964008,Don't be fooled by Balthazar Gonzalez's young age,
Helen,1,Paris,Seafood,,2.3041705,48.8751015,"Founded in 2012, Helen has already made its mark among",Seafood
Helen,1,Paris,Seafood,,2.3041705,48.8751015,"Founded in 2012, Helen has already made its mark among",
Henne Kirkeby Kro,2,Henne,Classic Cuisine,,8.2420292,55.7266717,This 18C thatched inn has a contrastingly modern interior. Cooking,Classic Cuisine
Henne Kirkeby Kro,2,Henne,Classic Cuisine,,8.2420292,55.7266717,This 18C thatched inn has a contrastingly modern interior. Cooking,
Herberg Onder de Linden,1,Aduard,Asian Influences,,6.4576958,53.2582344,You’re in safe hands at the Herberg Onder de,Asian Influences
Herberg Onder de Linden,1,Aduard,Asian Influences,,6.4576958,53.2582344,You’re in safe hands at the Herberg Onder de,
Hervé Busset,1,Conques,Creative,,2.3947792,44.5945,An elegant and pared - down modern interior that complements the,Creative
Hervé Busset,1,Conques,Creative,,2.3947792,44.5945,An elegant and pared - down modern interior that complements the,
Het Gebaar,1,Antwerpen,Creative,,4.4070787,51.2138901,This restaurant is located in an elegant building on the,Creative
Het Gebaar,1,Antwerpen,Creative,,4.4070787,51.2138901,This restaurant is located in an elegant building on the,
Het Koetshuis,1,Bennekom,Modern Cuisine,,5.7227954,52.0084145,This traditional thatched property deep in the Veluwe forest was,Modern Cuisine
Het Koetshuis,1,Bennekom,Modern Cuisine,,5.7227954,52.0084145,This traditional thatched property deep in the Veluwe forest was,
Het Roode Koper,1,Leuvenum,Modern Cuisine,,5.7131023,52.306608,"At Het Roode Koper, you can completely switch off. Forget",Modern Cuisine
Het Roode Koper,1,Leuvenum,Modern Cuisine,,5.7131023,52.306608,"At Het Roode Koper, you can completely switch off. Forget",
Higashiazabu Amamoto,2,Tokyo,Sushi,,139.7435461,35.6573212,The turning point in Masamichi Amamoto’s life was meeting,Sushi
Higashiazabu Amamoto,2,Tokyo,Sushi,,139.7435461,35.6573212,The turning point in Masamichi Amamoto’s life was meeting,
Higashichaya Nakamura,1,Osaka,Japanese,,135.506831,34.712103,This restaurant is a part of the history of Kanazawa,Japanese
Higashichaya Nakamura,1,Osaka,Japanese,,135.506831,34.712103,This restaurant is a part of the history of Kanazawa,
Higashiyama Yoshihisa,1,Kyoto,Japanese,,135.773901,34.992065,“What I try to do is learn about foods,Japanese
Higashiyama Yoshihisa,1,Kyoto,Japanese,,135.773901,34.992065,“What I try to do is learn about foods,
Hill Street Tai Hwa Pork Noodle,1,Singapore,Street Food,,103.8624,1.3052,"Using fresh ingredients, the noodles are cooked-to-order and",Street Food
Hill Street Tai Hwa Pork Noodle,1,Singapore,Street Food,,103.8624,1.3052,"Using fresh ingredients, the noodles are cooked-to-order and",
Hinds Head,1,Bray,Traditional British,,-0.7020536,51.5081037,Set in the centre of the Thameside village of Bray,Traditional British
Hinds Head,1,Bray,Traditional British,,-0.7020536,51.5081037,Set in the centre of the Thameside village of Bray,
Hiraishi,1,Osaka,Tempura,,135.499257,34.697693,Takayuki Hiraishi says his style is to lightly deep-fry,Tempura
Hiraishi,1,Osaka,Tempura,,135.499257,34.697693,Takayuki Hiraishi says his style is to lightly deep-fry,
Hiramatsu Kodaiji,1,Kyoto,French,,135.7814382,34.9986847,"This restaurant is situated atop a hill so, at lunchtime",French
Hiramatsu Kodaiji,1,Kyoto,French,,135.7814382,34.9986847,"This restaurant is situated atop a hill so, at lunchtime",
Hirohisa,1,New York,Japanese,Classic Cuisine,-74.003006,40.72452,There’s nothing like a discreet entrance to raise expectations,Japanese
Hirohisa,1,New York,Japanese,Classic Cuisine,-74.003006,40.72452,There’s nothing like a discreet entrance to raise expectations,Classic Cuisine
Hirsch,1,Sonnenbühl,Classic Cuisine,Market Cuisine,9.194338,48.3504956,A veritable institution on the River Alb. Silke and Gerd,Classic Cuisine
Hirsch,1,Sonnenbühl,Classic Cuisine,Market Cuisine,9.194338,48.3504956,A veritable institution on the River Alb. Silke and Gerd,Market Cuisine
Hirschen,2,Sulzburg,Classic French,,7.7088806,47.8404612,"Together with husband Udo Weiler, Douce Steiner has found her",Classic French
Hirschen,2,Sulzburg,Classic French,,7.7088806,47.8404612,"Together with husband Udo Weiler, Douce Steiner has found her",
Hisop,1,Barcelona,Creative,,2.1480369,41.3944279,"Because of its size, this restaurant named after an aromatic",Creative
Hisop,1,Barcelona,Creative,,2.1480369,41.3944279,"Because of its size, this restaurant named after an aromatic",
Historisches Gasthaus Sanct Peter Restaurant Brogsitter,1,Bad Neuenahr-Ahrweiler,Modern Cuisine,International,7.0780869,50.5306904,Temporarily closed due to flood damage. While the restaurant harmoniously,Modern Cuisine
Historisches Gasthaus Sanct Peter Restaurant Brogsitter,1,Bad Neuenahr-Ahrweiler,Modern Cuisine,International,7.0780869,50.5306904,Temporarily closed due to flood damage. While the restaurant harmoniously,International
Hiša Denk,1,Zgornja Kungota,Creative,Modern Cuisine,15.6144343,46.6383559,Situated in a small village between the wine-producing regions,Creative
Hiša Denk,1,Zgornja Kungota,Creative,Modern Cuisine,15.6144343,46.6383559,Situated in a small village between the wine-producing regions,Modern Cuisine
Hiša Franko,2,Kobarid,Creative,Regional Cuisine,13.5382362,46.2472961,"All the staff in this restaurant show real talent, from",Creative
Hiša Franko,2,Kobarid,Creative,Regional Cuisine,13.5382362,46.2472961,"All the staff in this restaurant show real talent, from",Regional Cuisine
Hjem,1,Wall,Scandinavian,,-2.1329127,55.0142385,The setting in an English country inn might seem slightly,Scandinavian
Hjem,1,Wall,Scandinavian,,-2.1329127,55.0142385,The setting in an English country inn might seem slightly,
Ho Hung Kee (Causeway Bay),1,Hong Kong,Noodles and Congee,,114.1837574,22.2799312,No discussion about Hong Kong’s historic noodle shops would,Noodles and Congee
Ho Hung Kee (Causeway Bay),1,Hong Kong,Noodles and Congee,,114.1837574,22.2799312,No discussion about Hong Kong’s historic noodle shops would,
Hof Ter Hulst,1,Hulshout,Classic Cuisine,,4.793442,51.0769653,"The chef is fond of tradition, as attested by the",Classic Cuisine
Hof Ter Hulst,1,Hulshout,Classic Cuisine,,4.793442,51.0769653,"The chef is fond of tradition, as attested by the",
Hof van Cleve,3,Kruishoutem,Creative,,3.5098648,50.9039501,Hof van Cleve is an experience in a class of,Creative
Hof van Cleve,3,Kruishoutem,Creative,,3.5098648,50.9039501,Hof van Cleve is an experience in a class of,
Hofke van Bazel,1,Bazel,Market Cuisine,Seasonal Cuisine,4.3002815,51.1471664,It is difficult not to be won over by the,Market Cuisine
